year,peak_consump,asset_id,energy_type,asset_domain,asset_type,scenario
2025,15.67024578313296,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2026,15.67024578313296,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2027,18.373261860353956,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2028,21.10099917570901,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2029,23.817054481062105,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2030,23.817054481062105,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2031,23.817054481062105,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2032,23.817054481062105,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2033,27.99173191046593,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2034,27.99173191046593,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2035,27.99173191046593,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2036,27.99173191046593,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2037,27.99173191046593,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2038,27.99173191046593,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2039,27.99173191046593,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2040,32.57533489367098,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2041,37.90338055226483,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2042,48.33096719813627,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2043,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2044,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2045,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2046,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2047,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2048,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2049,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2050,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2051,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2052,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2053,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2054,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2055,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2056,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2057,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2058,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2059,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2060,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2061,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2062,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2063,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2064,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2065,52.33945191437578,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2020,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2021,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2022,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2023,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2024,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2025,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2026,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2027,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2028,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2029,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2030,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2031,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2032,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2033,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2034,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2035,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
2036,10.087365806883003,TB001,electricity,elec_network,elec_xmfr,continued_gas
